"reassignments","bus_comp_hrs","priorities"
1,3.35,"Low"
2,478.13,"Low"
1,34.5,"Low"
1,1800.79,"Low"
1,35.62,"Low"
3,3.02,"Medium"
1,1.96,"Low"
0,0.05,"Medium"
1,32.26,"Medium"
1,1.85,"Low"
0,0,"Medium"
1,0.17,"Medium"
1,0.2,"Medium"
1,0.28,"Medium"
2,41.57,"Low"
1,0.97,"Low"
2,993.92,"Medium"
0,0.05,"Low"
1,57.92,"Low"
0,0.83,"Low"
2,47.33,"Low"
0,0,"Low"
1,113.28,"Low"
1,22.13,"Medium"
1,10.92,"Medium"
2,1974.87,"Medium"
2,205.1,"Low"
1,77.25,"Low"
0,77.27,"Low"
0,10,"Low"
1,1.95,"Low"
3,7.68,"Medium"
1,10,"Low"
4,37.91,"High"
3,90.5,"Medium"
1,233.87,"Low"
1,1.55,"Medium"
1,10.88,"Medium"
1,23.27,"Low"
1,510,"Low"
1,84.62,"Low"
1,0,"Low"
3,41.07,"Low"
0,0,"Medium"
1,5.43,"Low"
2,49.22,"Low"
2,3.15,"Low"
1,2.25,"Low"
3,11.13,"Low"
1,97.88,"Low"
1,15.05,"Medium"
1,1,"Low"
2,77.23,"Low"
0,0.1,"Low"
1,190.95,"Low"
3,218.52,"Medium"
1,0,"Low"
1,11.37,"Low"
0,8.18,"Low"
1,0.38,"Medium"
0,103.32,"Low"
1,0.35,"Low"
0,0,"Medium"
1,270.47,"Low"
1,107.17,"Low"
1,242.02,"Low"
2,214.3,"Low"
2,92.37,"Low"
1,2.82,"Medium"
0,190.81,"Low"
1,3.47,"Low"
1,83.72,"Medium"
0,1.98,"Low"
0,1.98,"Low"
1,6.2,"Medium"
1,68.95,"Low"
2,1.43,"Low"
1,2.03,"Medium"
1,453.23,"Low"
1,111.35,"Low"
1,397.92,"Low"
1,17.4,"Medium"
1,1.62,"Low"
1,1.53,"Low"
7,1981.79,"Low"
0,1.7,"Medium"
1,100.2,"Low"
1,419.88,"Low"
1,13.18,"Low"
1,11.91,"Medium"
0,110.55,"Low"
1,1.87,"Low"
1,17.77,"Low"
0,19.22,"Low"
1,1.92,"Low"
2,2018.6,"Low"
1,257.5,"Low"
1,4.53,"Medium"
5,299.6,"Medium"
0,0.25,"Low"
0,72.46,"Medium"
1,10.13,"Low"
0,72.49,"Low"
0,72.37,"Low"
1,1.15,"Low"
0,72.31,"Low"
0,72.31,"Low"
1,19.1,"Low"
1,28.05,"Low"
4,40.88,"Low"
1,21.66,"High"
3,9.31,"Low"
1,46.4,"Low"
1,21.15,"Low"
1,337.4,"Low"
2,55.58,"Low"
1,140.37,"Medium"
3,9.47,"Low"
0,0.57,"Low"
0,0.22,"Low"
0,0.22,"Low"
0,235.36,"Low"
0,235.36,"Low"
2,24.93,"Low"
0,0.03,"Low"
1,0.37,"Medium"
1,1.7,"Low"
1,0.34,"High"
0,2.62,"Low"
1,0.27,"Low"
2,361.91,"Low"
1,32.49,"Medium"
1,40.22,"Low"
0,0.15,"Medium"
1,12.75,"Low"
2,46.1,"Low"
1,13.48,"Medium"
0,1.42,"Low"
0,1.47,"Low"
0,1.43,"Low"
0,1.42,"Low"
0,1.42,"Low"
0,1.4,"Low"
0,12.23,"Low"
1,82.66,"Medium"
3,328.67,"High"
2,7.3,"Low"
1,202.65,"Medium"
4,1666.48,"Medium"
1,6.09,"Medium"
0,0.75,"Low"
1,0.33,"Medium"
2,4.66,"Low"
2,14.89,"High"
1,0.12,"Low"
3,2.88,"Low"
1,4.88,"Low"
1,1897.52,"Low"
0,0,"Low"
1,2.08,"Low"
1,9.6,"Medium"
0,1.17,"Low"
1,11.03,"Low"
1,10.13,"Low"
0,0.5,"Low"
0,0.43,"Low"
0,0,"Low"
1,2.02,"Low"
1,0.87,"Medium"
1,57.82,"Low"
2,10,"Low"
4,6.57,"Low"
1,51.07,"Medium"
1,25.48,"Medium"
1,3,"Low"
1,29.15,"Low"
1,180.92,"Low"
0,0.38,"Low"
0,12.12,"Low"
1,0,"Medium"
0,0.62,"Low"
0,0.4,"Low"
1,0.05,"Low"
1,12.04,"Low"
4,13.75,"Medium"
1,3.98,"Low"
1,0.3,"Low"
0,0.4,"Low"
0,0.42,"Low"
0,0.67,"Low"
1,0.48,"Low"
1,0,"Low"
1,9.57,"Medium"
1,9.58,"Medium"
1,0.28,"Low"
1,4,"Low"
2,2.63,"Medium"
2,65.52,"Low"
2,67.17,"Low"
1,0.83,"Medium"
1,96.13,"Low"
1,11.13,"Medium"
1,62.93,"Low"
0,2.28,"Low"
0,80.42,"Low"
1,0.27,"Low"
0,9.5,"High"
0,9.51,"High"
1,0.23,"Low"
1,37.35,"Low"
0,7.92,"High"
0,7.63,"High"
1,17.02,"Low"
1,67.83,"Medium"
0,2.1,"Medium"
1,2.37,"Low"
0,10.15,"Low"
1,48.67,"Low"
0,9.93,"Low"
0,9.75,"Low"
1,1443.1,"Low"
1,31.2,"Low"
1,402.31,"Low"
1,25.09,"Low"
1,15.97,"Low"
1,11.72,"Low"
1,130.3,"Low"
1,45.25,"Low"
1,2.83,"Low"
2,14.88,"Low"
1,3.7,"Medium"
1,10.17,"Medium"
0,0.53,"Low"
2,411.27,"Low"
1,6.93,"Medium"
1,1416.8,"Low"
0,0.27,"Low"
1,1.58,"Low"
1,19.62,"Medium"
1,17.97,"Low"
0,1.07,"Low"
1,0.98,"Low"
0,0.2,"Low"
0,227.94,"Low"
1,0.18,"Low"
1,628.5,"Low"
1,70.28,"Low"
1,8.66,"Low"
1,14.18,"Low"
1,13.12,"Low"
0,1.05,"Low"
1,0.98,"Low"
3,447.35,"Medium"
1,49.95,"Low"
1,81.23,"Low"
0,5.73,"Low"
0,7.65,"Low"
0,0.35,"Low"
0,7.65,"Low"
0,5.72,"Low"
4,618.45,"Low"
1,741.52,"Low"
0,4.72,"Low"
1,0.73,"Medium"
0,90.07,"Low"
2,44.85,"Medium"
1,1.15,"Low"
1,4.42,"Low"
0,0.23,"Low"
2,5.11,"Medium"
1,4,"Low"
0,59.28,"Low"
2,4.3,"Low"
1,597.64,"Low"
1,212.02,"Low"
0,2.53,"Low"
1,3.7,"Low"
1,25.67,"Low"
2,7.06,"Low"
1,2.65,"Medium"
1,45.38,"Low"
4,179.38,"Medium"
0,5.7,"Low"
4,327.12,"Low"
2,9.05,"Low"
1,1411.35,"Low"
2,8.85,"Low"
1,443.16,"Medium"
1,394.1,"Low"
1,1.07,"Low"
2,351.05,"Low"
1,54.63,"Low"
0,0.77,"Low"
3,57.37,"Low"
1,782.91,"Low"
2,0.58,"Low"
0,71.43,"Low"
1,13.87,"Low"
0,2.2,"Low"
0,0.77,"Medium"
2,13.94,"Low"
2,321.38,"Low"
1,18.03,"Low"
1,0.47,"High"
0,17.12,"Low"
1,1.02,"Low"
2,4.68,"Low"
1,0,"Medium"
0,10.08,"Low"
2,0.92,"Low"
2,12.13,"Low"
1,2333.47,"Low"
2,3.67,"Low"
4,891.42,"Low"
3,134.57,"Low"
1,4.62,"Medium"
2,4,"Low"
1,4.65,"Medium"
1,1.2,"Medium"
1,80.63,"Low"
1,59.8,"Medium"
1,36.22,"Low"
1,0.27,"Low"
5,2120,"Low"
1,4.9,"Medium"
3,230,"Low"
1,40,"Low"
3,480.13,"Low"
1,392.95,"Low"
1,2.2,"Low"
1,104.37,"Low"
1,1.78,"Low"
1,16.88,"Low"
1,17.2,"Low"
1,63.45,"Low"
1,0,"Medium"
0,0,"Low"
1,42.03,"Low"
3,17.82,"Medium"
1,350,"Low"
0,0.48,"Low"
0,0.37,"Low"
0,0.47,"Low"
0,0.5,"Low"
0,0.42,"Low"
0,70.52,"Low"
0,0.7,"Low"
2,13.95,"Low"
0,70.4,"Low"
0,0.28,"Low"
0,40.02,"Low"
0,5.48,"Low"
0,2.18,"Low"
0,2.3,"Low"
1,0,"Low"
1,0,"Low"
1,0,"Low"
0,0,"Low"
3,50.75,"High"
1,0,"Low"
1,2.67,"Medium"
1,3.42,"Low"
1,0.02,"Low"
1,0,"Low"
2,0.22,"Low"
1,214.57,"Low"
1,1.3,"Medium"
1,112.65,"Medium"
1,61.92,"Low"
1,57.88,"Low"
1,0,"Low"
1,105.83,"Medium"
1,16.25,"Medium"
1,0.57,"Low"
0,0,"Low"
1,28.93,"Low"
1,2.68,"Medium"
2,1.27,"Low"
1,7.7,"Medium"
0,7.23,"Low"
1,47.2,"Low"
0,0,"Low"
1,142.13,"High"
1,580,"Low"
1,1300.52,"Low"
2,82.28,"Low"
0,7.2,"Low"
3,254.9,"Medium"
0,0,"Low"
0,0,"Low"
0,0,"Low"
1,0,"Low"
0,5.58,"Medium"
3,7.12,"Medium"
1,0,"Low"
0,7.22,"Low"
1,0,"Low"
3,0,"Low"
0,0.75,"Medium"
4,17.53,"Medium"
1,0,"Low"
0,7.22,"Low"
0,1.73,"Low"
1,7.28,"Medium"
0,0.77,"Medium"
1,14.53,"Medium"
1,20,"Low"
2,2.7,"Low"
1,44.38,"Low"
1,140,"Low"
2,1.67,"Low"
1,434.88,"Low"
2,323.1,"Low"
1,62.8,"Low"
0,0.32,"Low"
1,0,"Medium"
0,0.58,"Low"
1,0.35,"Low"
1,32.47,"Low"
3,690,"Medium"
1,0.68,"Medium"
1,0.35,"Low"
1,40.77,"Low"
1,0.35,"Low"
1,0.33,"Low"
0,0.52,"Low"
0,0.08,"Low"
0,2.88,"Low"
1,2.93,"Low"
1,0.33,"Low"
0,0.52,"Low"
0,2.22,"Low"
0,0.52,"Low"
1,350,"Low"
1,0.67,"Low"
3,6.65,"Medium"
1,0,"Low"
2,15.8,"Low"
1,3.85,"Low"
1,2.48,"Low"
3,30,"Medium"
1,0,"Low"
1,0,"Low"
1,2.55,"Low"
0,0.75,"Medium"
1,1.73,"Medium"
1,1.73,"Medium"
1,10,"Low"
2,83.55,"Medium"
1,2.87,"Low"
1,0.03,"Medium"
1,0,"Low"
2,13.82,"Low"
1,25.9,"Medium"
1,83.15,"Medium"
0,0,"Low"
0,0.53,"Low"
0,2.27,"Low"
1,0,"Low"
1,0.33,"Low"
1,5.68,"Low"
1,17.1,"Low"
1,4.43,"Medium"
1,0,"Low"
2,1.45,"Low"
0,16.82,"Low"
4,57.9,"Low"
1,2.82,"Medium"
1,10.05,"Low"
0,13.45,"Low"
0,85.33,"Low"
0,1.87,"Low"
1,50.55,"Low"
1,0.33,"Medium"
1,40.65,"Low"
0,0.12,"Low"
1,2032.93,"Low"
1,3.82,"Medium"
0,12.08,"Low"
1,18.97,"Medium"
0,12.23,"Low"
0,58.2,"Low"
0,58.21,"Low"
1,2.1,"Medium"
1,16.41,"Medium"
2,12.15,"Medium"
1,1.12,"Low"
2,219.78,"Low"
1,8,"Low"
3,2.8,"Low"
2,15.45,"Medium"
1,64.22,"Low"
1,3.95,"Medium"
1,50.29,"Low"
1,1.78,"Low"
0,11.15,"Low"
1,128.22,"Low"
0,0.5,"Low"
1,346.93,"Low"
1,183.78,"Low"
3,11.18,"Low"
1,0.68,"Low"
1,0.7,"Medium"
1,59.65,"Low"
0,0.13,"Low"
2,1.87,"High"
5,102.35,"Low"
2,67.78,"Low"
0,198.58,"Low"
1,0.8,"Medium"
0,2.58,"Low"
1,10.98,"Low"
1,146.47,"Low"
1,46.92,"Medium"
1,1.28,"Medium"
1,72.98,"Low"
1,0.85,"Low"
1,4.17,"Low"
2,576.6,"High"
0,0.37,"Low"
1,205.23,"Low"
1,75.27,"Low"
1,388.12,"Low"
1,101.77,"Low"
0,0.1,"Low"
4,2.9,"Medium"
1,69.79,"Low"
2,0.49,"High"
4,196.42,"Low"
2,8.13,"Low"
1,9.1,"Low"
4,2097.83,"Medium"
1,58.3,"Low"
0,7.07,"Low"
1,14.5,"Low"
1,60.5,"Medium"
1,76.33,"Low"
0,0.43,"Low"
1,74.46,"Medium"
0,0.12,"Low"
1,1.93,"Low"
3,54.15,"Medium"
1,1.52,"Medium"
2,946.63,"Low"
0,0.55,"Low"
1,1.63,"High"
1,0.92,"Low"
1,0.25,"Low"
2,300.83,"Low"
1,2.95,"Medium"
1,2.95,"Medium"
1,571.43,"High"
1,7.12,"Medium"
1,145.72,"Low"
2,8.43,"Low"
0,0.82,"Low"
1,0.48,"Medium"
0,45.57,"Low"
1,3392.52,"Low"
1,26.32,"Low"
1,2.84,"Medium"
0,45.28,"Low"
1,2.05,"Medium"
0,1,"Low"
1,2.02,"Medium"
3,2.02,"Medium"
1,45.49,"Low"
3,14.23,"Medium"
0,1.67,"Low"
3,4.65,"Low"
1,18.48,"Medium"
0,0.33,"Low"
1,3.61,"Low"
1,342.15,"Low"
1,0.98,"Low"
1,342.15,"Low"
0,1.23,"Low"
1,0.8,"Low"
1,4.58,"Medium"
0,2.62,"Low"
0,5.65,"Low"
0,4.25,"Medium"
0,0.77,"Low"
1,19.77,"Medium"
2,0,"Low"
1,41.73,"Low"
1,0,"Low"
1,98.7,"Low"
1,8.17,"Low"
1,0.75,"Low"
5,14.07,"Low"
1,3.62,"Low"
3,35.2,"Low"
1,4.33,"Low"
1,4.37,"Low"
1,14.93,"Low"
3,52.17,"Low"
1,3.1,"Medium"
1,0,"Low"
0,0.75,"Low"
1,37.3,"Low"
0,1.03,"Low"
0,0.75,"Low"
2,10.23,"Low"
2,302.48,"Low"
0,0,"Medium"
1,0,"Low"
0,1.68,"Low"
1,78.43,"Low"
1,14.1,"Low"
1,33.53,"Medium"
3,151.55,"Medium"
1,18.43,"Low"
1,201.85,"Low"
4,84.47,"Medium"
1,1816.42,"Low"
0,6.6,"Low"
1,1.48,"Low"
0,0.07,"Low"
1,3.75,"Low"
0,3.95,"Low"
1,0.79,"High"
1,5.97,"Medium"
1,1.4,"Medium"
1,3.55,"Low"
1,2.78,"Low"
1,3.48,"Low"
0,3.5,"Low"
5,29.1,"High"
1,25.89,"Low"
1,449.29,"Low"
1,22,"Low"
2,8,"Low"
1,0.78,"Medium"
1,45.75,"Low"
1,79.68,"Medium"
2,1.92,"Low"
1,13.1,"Low"
1,47.07,"High"
1,0,"Low"
1,6.15,"Medium"
1,0,"Low"
1,1.65,"Low"
2,383.35,"High"
1,22,"Low"
1,23.9,"Low"
0,40.35,"Low"
2,107.2,"Low"
1,10.88,"Medium"
0,0.33,"Low"
1,55.59,"Low"
1,0,"Low"
1,182.28,"Low"
0,0.3,"Low"
0,0.97,"Low"
0,0.92,"Low"
1,20.38,"Medium"
2,106.68,"Low"
1,0.68,"Low"
1,43.73,"Low"
2,334.97,"Low"
1,107.93,"Low"
1,26.18,"Medium"
1,16.63,"Low"
1,68.78,"Low"
0,24.65,"Low"
1,46.78,"Low"
1,71.13,"Low"
0,4.93,"Low"
0,0.97,"Medium"
0,4.87,"Low"
2,495.53,"Low"
3,108.77,"Low"
1,34.65,"Low"
3,46.27,"Low"
3,57.85,"Low"
0,4.37,"Low"
0,4.35,"Low"
1,15.78,"Low"
0,3.88,"Low"
1,167.48,"High"
2,13.1,"Low"
0,0.18,"Low"
1,9.35,"Low"
1,19.73,"Low"
0,0.25,"Low"
1,0,"Low"
1,7.41,"Medium"
1,327.28,"Medium"
1,240.12,"Medium"
4,28.66,"Low"
0,69,"Low"
1,45.06,"Low"
0,68.85,"Low"
1,0,"Low"
3,198.23,"Low"
1,0.22,"Medium"
2,10.97,"Low"
1,35.37,"Low"
1,0,"Low"
1,0,"Low"
0,0.7,"Low"
2,47.35,"Low"
1,55.76,"Low"
1,6.7,"Low"
4,53.52,"Low"
1,2.03,"Low"
1,0.42,"Medium"
0,2.48,"Low"
1,53.5,"Low"
0,0.15,"Low"
4,12.22,"Medium"
1,1391.55,"Low"
3,6.52,"Medium"
1,58.52,"Low"
1,0.32,"Low"
0,0.8,"Low"
0,21.3,"Low"
1,1.32,"Low"
0,1.32,"Low"
0,21.3,"Low"
0,21.23,"Low"
2,289.34,"Low"
1,84.29,"Low"
0,0.5,"Low"
2,4.18,"Low"
1,60.6,"Medium"
0,0.28,"Low"
2,65,"Low"
1,0.45,"Low"
1,3.65,"Low"
0,30.78,"Medium"
1,57.48,"Low"
0,14.1,"Low"
1,0,"Low"
2,197.92,"Low"
1,40.57,"Low"
1,0,"Low"
1,12.73,"Low"
1,5.32,"Medium"
0,0.85,"Low"
0,0,"Medium"
0,19.92,"Low"
0,19.92,"Low"
0,0,"Low"
2,7.53,"Low"
1,14,"Low"
1,267.93,"Low"
1,0,"Low"
2,0,"Low"
0,26.8,"Low"
2,38.38,"Low"
1,4.47,"Medium"
2,4.48,"Low"
1,50.57,"Medium"
0,0.85,"Low"
1,6.65,"Low"
1,2.1,"Medium"
1,53.5,"Low"
1,16.97,"Low"
1,6.62,"Low"
2,0,"Low"
1,0,"Medium"
1,82.45,"Low"
1,716.5,"Low"
0,0.83,"Low"
0,0.87,"Low"
3,276.5,"Low"
1,17.07,"Low"
0,42.87,"Low"
3,4.2,"Low"
1,176.93,"Low"
0,0.83,"Low"
1,7.58,"Low"
1,6.58,"Low"
0,0.83,"Low"
1,7.6,"Low"
1,1.05,"Low"
3,217.77,"Low"
2,555.55,"Low"
3,46.07,"Low"
1,0,"Medium"
2,88.93,"Low"
2,20.3,"Low"
0,6.68,"Low"
1,88.92,"Low"
2,1.63,"Low"
3,5.42,"Low"
1,3.73,"Low"
0,0,"Low"
1,48.82,"Low"
1,14.02,"Medium"
1,0.7,"Low"
0,10.55,"Low"
0,0.57,"Low"
1,3.78,"Low"
3,90,"Low"
1,6.65,"Low"
0,12.4,"Low"
1,0.8,"Medium"
1,77.6,"Low"
0,1.97,"Low"
0,1.95,"Low"
1,1.02,"Medium"
2,2.03,"Low"
1,0.98,"Low"
1,0.47,"Medium"
4,21.57,"Medium"
2,46.8,"Low"
1,25.88,"Low"
1,1.7,"Low"
1,1.82,"Low"
1,197.12,"Low"
1,26.48,"Low"
2,22.51,"High"
1,1.03,"Medium"
2,18.4,"Medium"
1,64.6,"Low"
1,71.55,"Low"
2,2.77,"Medium"
1,35.45,"Low"
1,0.43,"Medium"
2,37.72,"Medium"
1,5.37,"Low"
1,5.43,"Low"
1,105.86,"Low"
3,12.08,"Low"
1,0.2,"Low"
0,2.48,"Low"
5,22.51,"Low"
1,49.87,"Low"
0,27.75,"Low"
0,0.32,"Medium"
1,16.97,"Low"
1,33.68,"Low"
2,103.76,"Low"
1,4.12,"Low"
2,3.32,"Medium"
1,2.8,"Low"
2,6.05,"Medium"
0,61.28,"Low"
0,61.1,"Low"
0,61.1,"Low"
1,88.55,"Low"
0,2.33,"Low"
0,2.3,"Low"
1,61.56,"Low"
0,2.3,"Low"
1,1345.13,"Low"
1,7.66,"Low"
1,166.07,"Low"
2,66.84,"Low"
1,10.62,"Low"
2,577.27,"Medium"
1,3.97,"Low"
3,1.68,"Low"
1,2.65,"Low"
1,9.45,"Low"
0,8.24,"Low"
1,20.96,"Medium"
1,259.7,"Low"
0,2.58,"Low"
1,181.78,"Low"
2,3.83,"Low"
3,27.23,"Low"
1,0.48,"Low"
4,647.57,"Medium"
1,39.23,"Low"
1,3.05,"Low"
4,1427.97,"Low"
0,6.2,"Low"
0,3.64,"Low"
2,279.58,"Low"
1,0.2,"Low"
5,267.25,"Low"
2,1.44,"Medium"
2,18.47,"Low"
2,12.96,"Low"
1,18.51,"Low"
1,57.99,"Medium"
2,36.75,"Low"
1,10.27,"Medium"
1,0.51,"Low"
2,278.16,"Low"
1,21.94,"Low"
1,2.05,"Medium"
0,2.1,"Low"
1,7.05,"Low"
1,53.2,"Medium"
0,2.1,"Low"
1,21.13,"Low"
2,100.45,"Low"
1,65.55,"Low"
0,53.25,"Low"
2,74.27,"Low"
2,488.75,"Medium"
1,4.23,"Medium"
1,10.02,"Medium"
2,299.7,"Low"
1,0.38,"Low"
0,2.08,"Low"
3,554.17,"Low"
1,11.47,"Medium"
0,0,"Medium"
0,2.07,"Low"
0,2.07,"Low"
1,10.08,"Low"
1,52.58,"Low"
1,106.93,"Low"
2,9.48,"High"
1,10.07,"Low"
0,10.05,"Low"
0,10.05,"Low"
1,14.58,"Low"
1,0.88,"Medium"
1,218.32,"Low"
0,2.72,"Low"
1,4,"Medium"
0,0.37,"Low"
2,0.02,"Medium"
0,0.37,"Low"
1,87.52,"Medium"
1,2.25,"Low"
1,0.58,"Low"
1,2.38,"Medium"
1,76.35,"Low"
2,16.9,"Medium"
0,0.35,"Low"
2,34.38,"Low"
2,11.67,"Medium"
3,138.22,"Low"
2,2.77,"Low"
1,11.37,"Medium"
3,1556.05,"Low"
1,47.5,"Low"
1,52.45,"Low"
2,20.62,"Low"
0,2.88,"Low"
1,2.7,"Medium"
2,184.6,"Low"
3,146,"Low"
2,2.99,"High"
1,4.23,"Medium"
1,2.4,"Low"
0,20.32,"Low"
1,16.17,"Low"
1,0.1,"Low"
1,77.71,"Medium"
1,4.48,"Medium"
2,811,"Low"
1,1469.63,"Low"
2,993.7,"Low"
1,38.05,"Low"
1,780.35,"Low"
1,45.6,"Low"
1,8.2,"Medium"
1,40.43,"Low"
3,0.87,"High"
1,0.13,"Low"
1,0.2,"Medium"
1,1401.29,"Low"
1,0.68,"Low"
0,1.47,"Low"
0,0.58,"Low"
0,0.57,"Low"
1,7.2,"Low"
2,19.13,"Low"
2,0.95,"Medium"
0,165.43,"Low"
2,27.35,"Low"
2,2.7,"Medium"
1,98.28,"Low"
1,29.82,"Medium"
2,178,"Medium"
2,27.35,"Low"
0,51.38,"Low"
1,78.8,"Medium"
1,0.33,"Low"
3,7.22,"Low"
0,4.5,"Low"
0,4.47,"Low"
0,0.45,"Low"
1,13.5,"Medium"
1,48.52,"Low"
0,50.77,"Low"
4,7.26,"Medium"
1,0.5,"Low"
1,342.77,"Medium"
0,50.62,"Low"
0,50.63,"Low"
1,1.28,"Low"
2,71.47,"Medium"
0,35.74,"Low"
0,2.32,"Low"
1,4.38,"Low"
0,6.17,"Low"
2,273.27,"Medium"
0,2.1,"Low"
0,2.05,"Low"
2,8.2,"Low"
0,1.95,"Low"
3,310.1,"Medium"
1,163.45,"Low"
1,5.54,"Low"
0,1.75,"Low"
1,0.57,"Low"
1,163.27,"Low"
1,5.27,"Low"
1,87.74,"Low"
4,891.12,"Low"
1,22.13,"Medium"
1,4.63,"Low"
2,3.62,"Low"
3,15.9,"Low"
2,149.43,"Low"
1,1.43,"Low"
1,41.69,"Low"
2,16.73,"Low"
1,76.2,"Low"
1,44.83,"Low"
1,333.95,"Low"
1,1790.26,"Low"
1,0.15,"Low"
1,7.41,"Low"
1,0.69,"High"
1,2.7,"Low"
3,1331.08,"Medium"
1,0.12,"Low"
1,0.55,"Medium"
2,15.35,"Low"
3,7.3,"Low"
1,9.08,"Low"
0,271.68,"Low"
1,11.32,"Medium"
1,5.35,"Medium"
4,2160,"Medium"
1,14.5,"Low"
1,41.65,"Medium"
1,478.72,"Low"
1,83.9,"Low"
1,31.55,"Low"
0,0.83,"Low"
1,14.82,"Low"
1,0.22,"Medium"
1,5.13,"Low"
1,2.92,"Low"
1,3.68,"Low"
2,158.67,"Low"
1,276.57,"Low"
2,14.75,"Low"
3,4,"Low"
1,30.3,"Medium"
0,12.61,"High"
1,17.74,"High"
1,12.03,"Medium"
1,788.05,"Low"
1,43.07,"Low"
1,5.4,"Medium"
0,0.73,"Low"
1,24.37,"Medium"
1,0.1,"Low"
1,62.73,"Low"
3,1731.15,"Low"
1,0.32,"Low"
0,0.72,"Low"
3,387.25,"Low"
1,0.67,"Low"
1,149.82,"Medium"
0,0.83,"Low"
1,15.65,"Medium"
3,294.33,"Low"
0,0.62,"Low"
2,2.95,"Low"
1,1.02,"Low"
2,89.07,"Low"
2,121.43,"Low"
1,24.35,"Low"
1,5.3,"Medium"
1,0.07,"Low"
1,8.73,"Low"
1,7.1,"Medium"
1,0.23,"Low"
1,0,"Medium"
1,41.68,"Low"
1,59.03,"Low"
1,36.65,"Low"
1,10.48,"Medium"
0,45.27,"Low"
0,14.14,"Low"
1,1.02,"Medium"
1,375.73,"Low"
1,0.75,"Medium"
3,333.7,"Low"
1,68.32,"Medium"
1,20.35,"Low"
1,11.57,"Low"
1,15.97,"Medium"
1,0.78,"Low"
1,301.35,"Medium"
2,0.77,"Low"
1,67.18,"Medium"
1,20.58,"Low"
0,2.03,"Low"
1,1.82,"Low"
4,3.78,"Low"
3,23.63,"Medium"
0,29.4,"Medium"
0,29.31,"Medium"
0,29.4,"Medium"
0,29.28,"Medium"
0,29.33,"Medium"
2,52.65,"Low"
1,7.78,"Low"
1,4.47,"Medium"
1,61.58,"Low"
1,14.8,"Low"
1,27.3,"Low"
0,0.53,"Low"
2,28.48,"Low"
1,6.27,"Low"
1,14.88,"Low"
0,0.05,"Low"
0,0.17,"Low"
2,20.54,"Medium"
3,264.7,"Medium"
2,82.89,"Low"
1,57.45,"Medium"
2,82.08,"Low"
1,0.85,"Medium"
1,170.64,"Low"
1,154.42,"Low"
1,19.98,"Low"
0,5.83,"Low"
1,51.63,"Low"
2,66.8,"Low"
1,58.17,"Low"
1,19.4,"Medium"
2,118.28,"Medium"
2,12.72,"Low"
3,7.25,"Medium"
2,259.2,"Low"
1,20.1,"Medium"
1,4.05,"Low"
1,20.32,"Low"
2,229.73,"Medium"
2,327.99,"Low"
3,45.62,"Low"
2,34.9,"Low"
2,37.35,"Medium"
1,38.62,"Low"
3,262.17,"Low"
2,6.43,"Low"
3,1.82,"Low"
1,1.35,"Low"
0,0.87,"Low"
2,6.29,"Medium"
1,57.16,"Low"
1,5.63,"Low"
1,19,"Medium"
3,869.38,"Low"
1,368.48,"Low"
4,39.6,"Low"
1,0.75,"Low"
1,40.13,"Low"
2,58.6,"Low"
1,1342.55,"Low"
0,0.33,"Low"
1,13.94,"Low"
1,5.71,"Low"
0,1.08,"Medium"
1,13.1,"Low"
0,0.03,"Low"
3,942.18,"Low"
2,5.5,"Low"
1,463.08,"Low"
1,174.93,"Low"
1,31.17,"Medium"
0,1.02,"Low"
0,7.17,"Low"
0,7.15,"Low"
0,1.07,"Low"
1,2.38,"Low"
1,1.05,"Low"
3,64.52,"Low"
0,1937.62,"Low"
1,355.78,"Low"
1,40.03,"Low"
0,0,"Medium"
1,15.18,"Low"
1,0.4,"Low"
1,0.52,"Low"
1,0.45,"Low"
1,0.42,"Low"
0,4.57,"Low"
0,0,"Medium"
0,0,"Medium"
1,0,"Low"
2,4.13,"Low"
1,0.43,"Medium"
0,1.4,"Low"
0,0,"Low"
3,61.48,"Medium"
1,52.78,"Low"
0,0,"Medium"
0,0,"Low"
2,2.3,"Medium"
1,422.02,"Low"
1,2.17,"Medium"
0,26.88,"Low"
0,0,"Low"
2,35.08,"Low"
0,0,"Low"
3,444.62,"Low"
1,18.68,"Low"
0,0,"Low"
1,17.05,"Low"
1,16.67,"Low"
0,31.62,"Low"
2,6.68,"Low"
2,20,"Low"
0,5.57,"Low"
0,0,"Low"
0,0,"Low"
0,1.38,"Low"
0,0,"Low"
0,20.43,"Low"
1,0,"Low"
0,0,"Low"
1,572.9,"Low"
1,0,"Low"
1,0,"Low"
0,0,"Low"
0,26.17,"Low"
1,0,"Low"
0,20.28,"Low"
2,3.6,"Low"
0,0,"Low"
2,10,"Low"
0,0,"Low"
0,0,"Medium"
1,1.38,"Low"
1,28,"Low"
1,15.47,"Low"
1,0.1,"Medium"
0,0,"Low"
0,10,"Low"
1,41.52,"Low"
1,0,"Low"
1,14.38,"Low"
2,75.5,"Medium"
1,0,"Medium"
1,30.53,"Low"
0,0,"Low"
1,1.27,"Medium"
2,3.57,"Low"
0,0,"Low"
1,0,"Low"
1,506.9,"Medium"
2,22.53,"Low"
1,0.15,"Low"
1,0.6,"Low"
1,27.9,"Low"
1,3.02,"Low"
0,8,"Low"
0,1.1,"Low"
0,0,"Low"
1,0,"Low"
1,37,"Low"
1,21.18,"Medium"
0,21.05,"Low"
